# Real Antarctic bedrock transect for Part 9 (subglacial cavity benchmark).
# Source: BEDMAP1 standardised airborne-radar data points, British Antarctic Survey / SCAR Bedmap.
#   Fretwell et al.; NERC EDS UK Polar Data Centre. DOI:10.5285/f64815ec-4077-4432-9f55-0ce230f46029
#   License: CC-BY-4.0 (https://creativecommons.org/licenses/by/4.0/)
#   File: BEDMAP1_1966-2000_AIR_BM1.csv, contiguous flight segment rows 1074814:1078843.
# Single coherent flight line: 4029 points, 220.4 km along-track, 1757 m bed relief.
# Columns: along-track distance (m), bedrock_altitude (m, WGS84), longitude, latitude.
along_track_m,bedrock_altitude_m,longitude_deg,latitude_deg
29734.2,-448.0,-77.129,-77.3717
29734.2,-448.0,-77.129,-77.3717
29825.1,-439.0,-77.1267,-77.3723
29825.1,-439.0,-77.1267,-77.3723
29918.4,-442.0,-77.1244,-77.373
29918.4,-442.0,-77.1244,-77.373
30005.3,-440.0,-77.1222,-77.3736
30005.3,-440.0,-77.1222,-77.3736
30098.7,-443.0,-77.1198,-77.3743
30185.0,-443.0,-77.1177,-77.3749
30185.0,-443.0,-77.1177,-77.3749
30278.1,-447.0,-77.1154,-77.3756
30366.8,-438.0,-77.1132,-77.3762
30366.8,-438.0,-77.1132,-77.3762
30460.5,-433.0,-77.1108,-77.3768
30553.4,-431.0,-77.1085,-77.3775
30650.3,-430.0,-77.1061,-77.3782
30650.3,-430.0,-77.1061,-77.3782
30740.1,-441.0,-77.1038,-77.3788
30829.8,-431.0,-77.1016,-77.3795
30829.8,-431.0,-77.1016,-77.3795
30918.2,-438.0,-77.0993,-77.3801
31011.6,-437.0,-77.097,-77.3808
31011.6,-437.0,-77.097,-77.3808
31099.3,-450.0,-77.0948,-77.3814
31099.3,-450.0,-77.0948,-77.3814
31191.8,-460.0,-77.0925,-77.3821
31191.8,-460.0,-77.0925,-77.3821
31277.4,-478.0,-77.0903,-77.3827
31277.4,-478.0,-77.0903,-77.3827
31368.9,-496.0,-77.088,-77.3833
31498.0,-534.0,-77.0848,-77.3842
31591.4,-578.0,-77.0824,-77.3849
31591.4,-578.0,-77.0824,-77.3849
31685.0,-684.0,-77.0801,-77.3856
31776.5,-735.0,-77.0779,-77.3862
31776.5,-735.0,-77.0779,-77.3862
31873.4,-760.0,-77.0755,-77.3869
32067.9,-744.0,-77.0708,-77.3884
32067.9,-744.0,-77.0708,-77.3884
32165.1,-733.0,-77.0684,-77.389
32263.5,-745.0,-77.0659,-77.3898
32263.5,-745.0,-77.0659,-77.3898
32361.5,-740.0,-77.0635,-77.3905
32675.1,-707.0,-77.0554,-77.3927
32675.1,-707.0,-77.0554,-77.3927
32791.3,-698.0,-77.0524,-77.3935
32791.3,-698.0,-77.0524,-77.3935
32891.6,-722.0,-77.0497,-77.3942
32891.6,-722.0,-77.0497,-77.3942
33006.3,-690.0,-77.0466,-77.3949
33006.3,-690.0,-77.0466,-77.3949
33102.6,-685.0,-77.044,-77.3956
33408.3,-729.0,-77.0358,-77.3977
33408.3,-729.0,-77.0358,-77.3977
33504.3,-751.0,-77.0333,-77.3983
33606.5,-740.0,-77.0305,-77.399
33606.5,-740.0,-77.0305,-77.399
33706.4,-735.0,-77.0279,-77.3997
33901.3,-736.0,-77.0227,-77.4011
34099.7,-737.0,-77.0174,-77.4024
34099.7,-737.0,-77.0174,-77.4024
34198.6,-728.0,-77.0146,-77.4031
34296.4,-750.0,-77.0119,-77.4037
34296.4,-750.0,-77.0119,-77.4037
34394.5,-736.0,-77.009,-77.4043
34491.7,-723.0,-77.0062,-77.405
34491.7,-723.0,-77.0062,-77.405
34588.8,-709.0,-77.0032,-77.4056
34588.8,-709.0,-77.0032,-77.4056
34686.1,-696.0,-77.0003,-77.4062
34686.1,-696.0,-77.0003,-77.4062
34879.9,-681.0,-76.9944,-77.4073
34879.9,-681.0,-76.9944,-77.4073
34981.2,-702.0,-76.9913,-77.4079
35074.9,-653.0,-76.9884,-77.4085
35074.9,-653.0,-76.9884,-77.4085
35172.5,-672.0,-76.9855,-77.4091
35269.5,-623.0,-76.9826,-77.4097
35269.5,-623.0,-76.9826,-77.4097
35367.2,-612.0,-76.9798,-77.4103
35482.8,-603.0,-76.9768,-77.4111
35578.3,-617.0,-76.9743,-77.4118
35578.3,-617.0,-76.9743,-77.4118
35676.1,-632.0,-76.9718,-77.4125
35773.5,-653.0,-76.9694,-77.4132
35773.5,-653.0,-76.9694,-77.4132
35871.6,-680.0,-76.967,-77.4139
36272.4,-818.0,-76.957,-77.4168
36272.4,-818.0,-76.957,-77.4168
36638.2,-805.0,-76.9478,-77.4194
36638.2,-805.0,-76.9478,-77.4194
36725.8,-698.0,-76.9455,-77.42
36725.8,-698.0,-76.9455,-77.42
36812.2,-694.0,-76.9433,-77.4206
36812.2,-694.0,-76.9433,-77.4206
36902.5,-694.0,-76.941,-77.4213
36988.2,-697.0,-76.9388,-77.4219
36988.2,-697.0,-76.9388,-77.4219
37076.8,-705.0,-76.9365,-77.4225
37158.4,-713.0,-76.9344,-77.423
37158.4,-713.0,-76.9344,-77.423
37245.9,-732.0,-76.9321,-77.4237
37330.1,-728.0,-76.9299,-77.4242
37416.9,-736.0,-76.9277,-77.4249
37416.9,-736.0,-76.9277,-77.4249
37494.6,-743.0,-76.9257,-77.4254
37595.1,-755.0,-76.9232,-77.4261
37595.1,-755.0,-76.9232,-77.4261
37680.5,-771.0,-76.9211,-77.4268
37766.6,-797.0,-76.919,-77.4274
37766.6,-797.0,-76.919,-77.4274
37853.5,-820.0,-76.917,-77.428
37853.5,-820.0,-76.917,-77.428
37945.2,-841.0,-76.9148,-77.4287
37945.2,-841.0,-76.9148,-77.4287
38033.6,-864.0,-76.9128,-77.4294
38033.6,-864.0,-76.9128,-77.4294
38122.8,-890.0,-76.9108,-77.43
38212.2,-916.0,-76.9088,-77.4307
38212.2,-916.0,-76.9088,-77.4307
38301.4,-907.0,-76.9068,-77.4314
38391.0,-890.0,-76.9049,-77.4321
38391.0,-890.0,-76.9049,-77.4321
38496.2,-880.0,-76.9027,-77.4329
38585.1,-871.0,-76.9008,-77.4336
38677.4,-857.0,-76.8989,-77.4343
38677.4,-857.0,-76.8989,-77.4343
38764.0,-847.0,-76.8971,-77.435
38855.0,-838.0,-76.8952,-77.4357
38855.0,-838.0,-76.8952,-77.4357
38939.3,-846.0,-76.8935,-77.4363
39026.2,-842.0,-76.8918,-77.437
39026.2,-842.0,-76.8918,-77.437
39114.0,-838.0,-76.89,-77.4377
39114.0,-838.0,-76.89,-77.4377
39207.0,-853.0,-76.8881,-77.4384
39207.0,-853.0,-76.8881,-77.4384
39289.8,-862.0,-76.8864,-77.4391
39289.8,-862.0,-76.8864,-77.4391
39379.9,-859.0,-76.8846,-77.4398
39465.9,-860.0,-76.8829,-77.4405
39465.9,-860.0,-76.8829,-77.4405
39556.1,-885.0,-76.8812,-77.4412
39642.1,-889.0,-76.8796,-77.4419
39731.6,-890.0,-76.878,-77.4426
39731.6,-890.0,-76.878,-77.4426
39818.5,-900.0,-76.8764,-77.4433
39903.9,-920.0,-76.8747,-77.444
39903.9,-920.0,-76.8747,-77.444
39989.8,-931.0,-76.873,-77.4447
40079.0,-950.0,-76.8712,-77.4454
40079.0,-950.0,-76.8712,-77.4454
40164.8,-953.0,-76.8695,-77.446
40254.9,-985.0,-76.8676,-77.4467
40254.9,-985.0,-76.8676,-77.4467
40340.8,-1030.0,-76.8658,-77.4474
40340.8,-1030.0,-76.8658,-77.4474
40430.9,-1035.0,-76.8638,-77.4481
40430.9,-1035.0,-76.8638,-77.4481
40520.6,-1025.0,-76.8618,-77.4488
40520.6,-1025.0,-76.8618,-77.4488
40610.9,-1002.0,-76.8598,-77.4494
40713.8,-987.0,-76.8574,-77.4502
40713.8,-987.0,-76.8574,-77.4502
40800.7,-974.0,-76.8554,-77.4509
40884.6,-955.0,-76.8535,-77.4515
40884.6,-955.0,-76.8535,-77.4515
40975.2,-939.0,-76.8514,-77.4522
41062.2,-925.0,-76.8494,-77.4528
41152.2,-908.0,-76.8473,-77.4535
41152.2,-908.0,-76.8473,-77.4535
41238.5,-906.0,-76.8453,-77.4541
41323.5,-906.0,-76.8433,-77.4548
41323.5,-906.0,-76.8433,-77.4548
41408.6,-905.0,-76.8413,-77.4554
41493.6,-909.0,-76.8393,-77.456
41493.6,-909.0,-76.8393,-77.456
41574.4,-912.0,-76.8374,-77.4566
41574.4,-912.0,-76.8374,-77.4566
41661.4,-918.0,-76.8354,-77.4573
41661.4,-918.0,-76.8354,-77.4573
41745.6,-916.0,-76.8334,-77.4579
41745.6,-916.0,-76.8334,-77.4579
41833.1,-903.0,-76.8312,-77.4585
41917.2,-888.0,-76.8292,-77.4591
41917.2,-888.0,-76.8292,-77.4591
42005.7,-881.0,-76.827,-77.4598
42090.0,-875.0,-76.8249,-77.4604
42178.3,-889.0,-76.8226,-77.461
42178.3,-889.0,-76.8226,-77.461
42267.8,-879.0,-76.8204,-77.4617
42359.4,-871.0,-76.8181,-77.4623
42359.4,-871.0,-76.8181,-77.4623
42451.9,-872.0,-76.8157,-77.463
42544.3,-890.0,-76.8134,-77.4636
42544.3,-890.0,-76.8134,-77.4636
42635.2,-914.0,-76.8111,-77.4643
42728.2,-940.0,-76.8087,-77.4649
42728.2,-940.0,-76.8087,-77.4649
42823.6,-956.0,-76.8062,-77.4656
42823.6,-956.0,-76.8062,-77.4656
42919.5,-994.0,-76.8037,-77.4663
42919.5,-994.0,-76.8037,-77.4663
43011.7,-1018.0,-76.8013,-77.4669
43011.7,-1018.0,-76.8013,-77.4669
43314.3,-1081.0,-76.7933,-77.469
43409.5,-1074.0,-76.7907,-77.4696
43409.5,-1074.0,-76.7907,-77.4696
43505.2,-1066.0,-76.7881,-77.4703
43597.3,-1063.0,-76.7856,-77.4709
43597.3,-1063.0,-76.7856,-77.4709
43692.3,-1052.0,-76.7829,-77.4715
43899.3,-1062.0,-76.7771,-77.4729
44081.2,-1049.0,-76.7719,-77.4741
44081.2,-1049.0,-76.7719,-77.4741
44168.9,-1041.0,-76.7694,-77.4747
44262.4,-1030.0,-76.7667,-77.4753
44262.4,-1030.0,-76.7667,-77.4753
44355.0,-1020.0,-76.764,-77.4759
44448.8,-1007.0,-76.7612,-77.4765
44448.8,-1007.0,-76.7612,-77.4765
44557.9,-1014.0,-76.758,-77.4772
44557.9,-1014.0,-76.758,-77.4772
44651.3,-999.0,-76.7552,-77.4777
44651.3,-999.0,-76.7552,-77.4777
44745.2,-990.0,-76.7524,-77.4783
44745.2,-990.0,-76.7524,-77.4783
44840.1,-977.0,-76.7495,-77.4789
44934.5,-968.0,-76.7466,-77.4795
44934.5,-968.0,-76.7466,-77.4795
45029.0,-946.0,-76.7437,-77.48
45121.2,-940.0,-76.7409,-77.4806
45121.2,-940.0,-76.7409,-77.4806
45213.7,-935.0,-76.738,-77.4812
45308.1,-943.0,-76.7351,-77.4817
45399.9,-940.0,-76.7323,-77.4823
45399.9,-940.0,-76.7323,-77.4823
45494.1,-926.0,-76.7295,-77.4829
45587.3,-934.0,-76.7267,-77.4834
45587.3,-934.0,-76.7267,-77.4834
45698.1,-934.0,-76.7235,-77.4842
45788.2,-945.0,-76.7209,-77.4847
45788.2,-945.0,-76.7209,-77.4847
45876.3,-931.0,-76.7184,-77.4853
45876.3,-931.0,-76.7184,-77.4853
45967.2,-934.0,-76.7158,-77.4859
45967.2,-934.0,-76.7158,-77.4859
46057.5,-926.0,-76.7133,-77.4865
46057.5,-926.0,-76.7133,-77.4865
46147.8,-920.0,-76.7108,-77.4871
46238.5,-898.0,-76.7083,-77.4877
46238.5,-898.0,-76.7083,-77.4877
46330.0,-900.0,-76.7058,-77.4883
46421.5,-892.0,-76.7033,-77.489
46421.5,-892.0,-76.7033,-77.489
46510.8,-888.0,-76.7008,-77.4896
46603.0,-896.0,-76.6984,-77.4902
46695.9,-898.0,-76.6959,-77.4908
46695.9,-898.0,-76.6959,-77.4908
46789.6,-908.0,-76.6934,-77.4915
46876.1,-918.0,-76.6911,-77.4921
46876.1,-918.0,-76.6911,-77.4921
46965.6,-952.0,-76.6888,-77.4927
47066.4,-958.0,-76.6861,-77.4934
47066.4,-958.0,-76.6861,-77.4934
47154.0,-964.0,-76.6838,-77.494
47154.0,-964.0,-76.6838,-77.494
47238.3,-960.0,-76.6816,-77.4946
47238.3,-960.0,-76.6816,-77.4946
47319.8,-969.0,-76.6795,-77.4952
47319.8,-969.0,-76.6795,-77.4952
47406.2,-978.0,-76.6773,-77.4958
47483.9,-975.0,-76.6753,-77.4964
47483.9,-975.0,-76.6753,-77.4964
47569.5,-977.0,-76.6731,-77.497
47645.5,-979.0,-76.6712,-77.4975
47731.4,-984.0,-76.669,-77.4981
47731.4,-984.0,-76.669,-77.4981
47815.3,-986.0,-76.6669,-77.4987
47903.0,-988.0,-76.6647,-77.4993
47903.0,-988.0,-76.6647,-77.4993
47987.7,-990.0,-76.6626,-77.5
48085.2,-990.0,-76.6602,-77.5006
48085.2,-990.0,-76.6602,-77.5006
48169.5,-997.0,-76.658,-77.5012
48257.7,-1004.0,-76.6558,-77.5019
48257.7,-1004.0,-76.6558,-77.5019
48342.9,-1011.0,-76.6536,-77.5025
48342.9,-1011.0,-76.6536,-77.5025
48430.8,-1015.0,-76.6514,-77.5031
48430.8,-1015.0,-76.6514,-77.5031
48511.6,-1008.0,-76.6494,-77.5037
48511.6,-1008.0,-76.6494,-77.5037
48598.7,-993.0,-76.6473,-77.5043
48682.4,-972.0,-76.6452,-77.5049
48682.4,-972.0,-76.6452,-77.5049
48850.5,-964.0,-76.6411,-77.5062
48936.2,-965.0,-76.639,-77.5068
49019.7,-973.0,-76.637,-77.5074
49019.7,-973.0,-76.637,-77.5074
49105.6,-971.0,-76.6348,-77.508
49189.3,-977.0,-76.6328,-77.5086
49189.3,-977.0,-76.6328,-77.5086
49273.3,-980.0,-76.6307,-77.5092
49357.2,-971.0,-76.6287,-77.5098
49357.2,-971.0,-76.6287,-77.5098
49441.9,-973.0,-76.6266,-77.5105
49526.4,-971.0,-76.6246,-77.5111
49526.4,-971.0,-76.6246,-77.5111
49614.9,-976.0,-76.6225,-77.5117
49614.9,-976.0,-76.6225,-77.5117
49698.4,-980.0,-76.6204,-77.5123
49698.4,-980.0,-76.6204,-77.5123
49783.0,-987.0,-76.6184,-77.513
49783.0,-987.0,-76.6184,-77.513
49863.9,-984.0,-76.6164,-77.5136
49953.6,-1005.0,-76.6142,-77.5142
49953.6,-1005.0,-76.6142,-77.5142
50039.4,-1014.0,-76.6121,-77.5148
50126.4,-1017.0,-76.61,-77.5154
50126.4,-1017.0,-76.61,-77.5154
50208.8,-1041.0,-76.6079,-77.516
50292.4,-1025.0,-76.6058,-77.5166
50457.5,-1028.0,-76.6016,-77.5178
50457.5,-1028.0,-76.6016,-77.5178
50538.4,-1032.0,-76.5995,-77.5184
50624.3,-1041.0,-76.5973,-77.519
50624.3,-1041.0,-76.5973,-77.519
50708.8,-1044.0,-76.5952,-77.5196
50796.3,-1052.0,-76.5931,-77.5202
50796.3,-1052.0,-76.5931,-77.5202
50879.8,-1060.0,-76.591,-77.5208
50879.8,-1060.0,-76.591,-77.5208
50964.5,-1065.0,-76.5889,-77.5214
50964.5,-1065.0,-76.5889,-77.5214
51049.1,-1072.0,-76.5868,-77.5221
51049.1,-1072.0,-76.5868,-77.5221
51134.4,-1080.0,-76.5846,-77.5227
51221.7,-1083.0,-76.5824,-77.5233
51221.7,-1083.0,-76.5824,-77.5233
51309.0,-1089.0,-76.5801,-77.5239
51393.4,-1095.0,-76.578,-77.5245
51494.8,-1098.0,-76.5753,-77.5252
51494.8,-1098.0,-76.5753,-77.5252
51593.7,-1105.0,-76.5728,-77.5259
51677.0,-1109.0,-76.5707,-77.5265
51677.0,-1109.0,-76.5707,-77.5265
51777.2,-1116.0,-76.5681,-77.5272
51850.3,-1120.0,-76.5662,-77.5277
51850.3,-1120.0,-76.5662,-77.5277
51933.5,-1127.0,-76.5641,-77.5283
52036.3,-1136.0,-76.5615,-77.5291
52036.3,-1136.0,-76.5615,-77.5291
52120.6,-1150.0,-76.5593,-77.5297
52120.6,-1150.0,-76.5593,-77.5297
52228.7,-1162.0,-76.5566,-77.5304
52228.7,-1162.0,-76.5566,-77.5304
52326.7,-1162.0,-76.554,-77.5311
52326.7,-1162.0,-76.554,-77.5311
52407.8,-1162.0,-76.5519,-77.5317
52493.8,-1170.0,-76.5497,-77.5323
52493.8,-1170.0,-76.5497,-77.5323
52670.2,-1177.0,-76.5449,-77.5335
52762.1,-1166.0,-76.5424,-77.5341
52851.9,-1143.0,-76.54,-77.5347
52851.9,-1143.0,-76.54,-77.5347
52940.8,-1132.0,-76.5375,-77.5353
53029.1,-1090.0,-76.5351,-77.5359
53029.1,-1090.0,-76.5351,-77.5359
53121.5,-1082.0,-76.5326,-77.5366
53212.4,-1082.0,-76.5301,-77.5372
53212.4,-1082.0,-76.5301,-77.5372
53301.6,-1066.0,-76.5276,-77.5378
53393.1,-1064.0,-76.5251,-77.5384
53393.1,-1064.0,-76.5251,-77.5384
53485.9,-1069.0,-76.5225,-77.539
53485.9,-1069.0,-76.5225,-77.539
53578.4,-1066.0,-76.5199,-77.5396
53578.4,-1066.0,-76.5199,-77.5396
53668.0,-1062.0,-76.5173,-77.5402
53668.0,-1062.0,-76.5173,-77.5402
53760.6,-1058.0,-76.5147,-77.5408
53851.8,-1070.0,-76.512,-77.5414
53851.8,-1070.0,-76.512,-77.5414
53957.5,-1066.0,-76.509,-77.5421
54065.8,-1077.0,-76.5059,-77.5428
54065.8,-1077.0,-76.5059,-77.5428
54153.9,-1092.0,-76.5033,-77.5434
54240.8,-1098.0,-76.5008,-77.5439
54325.7,-1101.0,-76.4984,-77.5445
54325.7,-1101.0,-76.4984,-77.5445
54414.3,-1101.0,-76.4959,-77.5451
54499.6,-1105.0,-76.4934,-77.5456
54499.6,-1105.0,-76.4934,-77.5456
54587.8,-1090.0,-76.4909,-77.5462
54674.9,-1069.0,-76.4884,-77.5468
54674.9,-1069.0,-76.4884,-77.5468
54763.1,-1056.0,-76.4859,-77.5474
54763.1,-1056.0,-76.4859,-77.5474
54851.1,-1036.0,-76.4834,-77.5479
54851.1,-1036.0,-76.4834,-77.5479
54940.2,-1024.0,-76.4809,-77.5485
54940.2,-1024.0,-76.4809,-77.5485
55069.8,-1004.0,-76.4773,-77.5494
55153.6,-987.0,-76.4749,-77.55
55239.3,-967.0,-76.4725,-77.5505
55239.3,-967.0,-76.4725,-77.5505
55328.9,-951.0,-76.47,-77.5511
55419.1,-938.0,-76.4675,-77.5517
55419.1,-938.0,-76.4675,-77.5517
55509.9,-921.0,-76.4651,-77.5524
55596.2,-912.0,-76.4627,-77.5529
55596.2,-912.0,-76.4627,-77.5529
55686.2,-902.0,-76.4602,-77.5535
55776.2,-889.0,-76.4577,-77.5542
55867.1,-869.0,-76.4553,-77.5548
55867.1,-869.0,-76.4553,-77.5548
55954.9,-849.0,-76.4529,-77.5554
55954.9,-849.0,-76.4529,-77.5554
56044.9,-832.0,-76.4504,-77.556
56044.9,-832.0,-76.4504,-77.556
56131.7,-815.0,-76.448,-77.5566
56131.7,-815.0,-76.448,-77.5566
56219.4,-811.0,-76.4457,-77.5572
56219.4,-811.0,-76.4457,-77.5572
56300.5,-797.0,-76.4434,-77.5577
56386.9,-792.0,-76.441,-77.5583
56386.9,-792.0,-76.441,-77.5583
56477.4,-792.0,-76.4386,-77.5589
56567.7,-792.0,-76.4361,-77.5595
56657.7,-785.0,-76.4336,-77.5601
56657.7,-785.0,-76.4336,-77.5601
56750.8,-782.0,-76.431,-77.5608
56840.8,-772.0,-76.4286,-77.5614
56840.8,-772.0,-76.4286,-77.5614
56963.4,-770.0,-76.4252,-77.5622
57068.1,-769.0,-76.4223,-77.5629
57068.1,-769.0,-76.4223,-77.5629
57153.0,-766.0,-76.42,-77.5635
57242.4,-771.0,-76.4175,-77.5641
57242.4,-771.0,-76.4175,-77.5641
57328.0,-774.0,-76.4152,-77.5647
57328.0,-774.0,-76.4152,-77.5647
57412.1,-776.0,-76.4129,-77.5652
57412.1,-776.0,-76.4129,-77.5652
57496.7,-778.0,-76.4106,-77.5658
57496.7,-778.0,-76.4106,-77.5658
57578.1,-784.0,-76.4084,-77.5664
57661.3,-776.0,-76.4061,-77.567
57661.3,-776.0,-76.4061,-77.567
57737.2,-774.0,-76.4041,-77.5675
57820.7,-772.0,-76.4019,-77.568
57896.6,-778.0,-76.3998,-77.5686
57896.6,-778.0,-76.3998,-77.5686
57980.0,-782.0,-76.3976,-77.5691
58061.7,-786.0,-76.3954,-77.5697
58061.7,-786.0,-76.3954,-77.5697
58144.1,-787.0,-76.3932,-77.5703
58238.8,-788.0,-76.3907,-77.5709
58238.8,-788.0,-76.3907,-77.5709
58321.0,-790.0,-76.3885,-77.5715
58397.5,-794.0,-76.3865,-77.572
58397.5,-794.0,-76.3865,-77.572
58477.9,-801.0,-76.3844,-77.5726
58477.9,-801.0,-76.3844,-77.5726
58557.3,-803.0,-76.3822,-77.5732
58557.3,-803.0,-76.3822,-77.5732
58637.8,-807.0,-76.3801,-77.5737
58637.8,-807.0,-76.3801,-77.5737
58717.2,-806.0,-76.378,-77.5743
58797.4,-805.0,-76.3759,-77.5748
58797.4,-805.0,-76.3759,-77.5748
58878.1,-803.0,-76.3738,-77.5754
58960.5,-804.0,-76.3716,-77.576
58960.5,-804.0,-76.3716,-77.576
59038.6,-805.0,-76.3697,-77.5765
59118.9,-808.0,-76.3677,-77.5771
59202.6,-812.0,-76.3656,-77.5777
59202.6,-812.0,-76.3656,-77.5777
59286.6,-811.0,-76.3636,-77.5783
59367.5,-811.0,-76.3617,-77.5789
59367.5,-811.0,-76.3617,-77.5789
59451.5,-811.0,-76.3598,-77.5796
59532.2,-812.0,-76.3579,-77.5802
59532.2,-812.0,-76.3579,-77.5802
59613.9,-812.0,-76.3561,-77.5808
59613.9,-812.0,-76.3561,-77.5808
59690.8,-812.0,-76.3544,-77.5814
59690.8,-812.0,-76.3544,-77.5814
59775.5,-815.0,-76.3524,-77.582
59775.5,-815.0,-76.3524,-77.582
59855.8,-814.0,-76.3506,-77.5826
59939.3,-809.0,-76.3486,-77.5832
59939.3,-809.0,-76.3486,-77.5832
60019.5,-811.0,-76.3467,-77.5838
60101.0,-810.0,-76.3447,-77.5844
60101.0,-810.0,-76.3447,-77.5844
60192.6,-811.0,-76.3425,-77.5851
60275.9,-816.0,-76.3404,-77.5857
60366.4,-814.0,-76.3382,-77.5864
60366.4,-814.0,-76.3382,-77.5864
60443.9,-812.0,-76.3364,-77.5869
60522.7,-815.0,-76.3345,-77.5875
60522.7,-815.0,-76.3345,-77.5875
60604.7,-815.0,-76.3325,-77.5881
60699.8,-819.0,-76.3302,-77.5888
60699.8,-819.0,-76.3302,-77.5888
60780.2,-822.0,-76.3282,-77.5894
60780.2,-822.0,-76.3282,-77.5894
60859.3,-821.0,-76.3263,-77.59
60859.3,-821.0,-76.3263,-77.59
60937.8,-827.0,-76.3244,-77.5906
60937.8,-827.0,-76.3244,-77.5906
61016.6,-826.0,-76.3224,-77.5911
61095.3,-830.0,-76.3204,-77.5917
61095.3,-830.0,-76.3204,-77.5917
61171.3,-825.0,-76.3185,-77.5922
61250.2,-825.0,-76.3164,-77.5928
61329.1,-829.0,-76.3144,-77.5934
61329.1,-829.0,-76.3144,-77.5934
61421.2,-833.0,-76.3121,-77.594
61500.8,-827.0,-76.3101,-77.5946
61500.8,-827.0,-76.3101,-77.5946
61578.4,-828.0,-76.3081,-77.5951
61672.8,-828.0,-76.3058,-77.5958
61672.8,-828.0,-76.3058,-77.5958
61756.0,-830.0,-76.3037,-77.5964
61832.7,-832.0,-76.3017,-77.597
61832.7,-832.0,-76.3017,-77.597
61911.7,-827.0,-76.2997,-77.5975
61911.7,-827.0,-76.2997,-77.5975
61989.8,-819.0,-76.2977,-77.5981
61989.8,-819.0,-76.2977,-77.5981
62072.3,-821.0,-76.2955,-77.5987
62072.3,-821.0,-76.2955,-77.5987
62149.5,-817.0,-76.2934,-77.5992
62228.0,-813.0,-76.2913,-77.5997
62228.0,-813.0,-76.2913,-77.5997
62303.1,-808.0,-76.2892,-77.6002
62377.1,-813.0,-76.2873,-77.6008
62377.1,-813.0,-76.2873,-77.6008
62455.3,-813.0,-76.2851,-77.6013
62617.5,-820.0,-76.2807,-77.6024
62702.6,-817.0,-76.2784,-77.603
62702.6,-817.0,-76.2784,-77.603
62788.5,-816.0,-76.276,-77.6036
62871.3,-808.0,-76.2738,-77.6041
62871.3,-808.0,-76.2738,-77.6041
62955.8,-804.0,-76.2715,-77.6047
63043.8,-806.0,-76.2692,-77.6053
63043.8,-806.0,-76.2692,-77.6053
63129.8,-800.0,-76.2668,-77.6059
63129.8,-800.0,-76.2668,-77.6059
63212.9,-798.0,-76.2646,-77.6065
63212.9,-798.0,-76.2646,-77.6065
63299.6,-805.0,-76.2623,-77.6071
63299.6,-805.0,-76.2623,-77.6071
63386.6,-799.0,-76.2599,-77.6077
63464.7,-804.0,-76.2578,-77.6082
63464.7,-804.0,-76.2578,-77.6082
63552.7,-801.0,-76.2555,-77.6088
63656.1,-798.0,-76.2527,-77.6095
63742.8,-798.0,-76.2504,-77.6101
63742.8,-798.0,-76.2504,-77.6101
63830.1,-794.0,-76.248,-77.6107
63917.5,-793.0,-76.2456,-77.6113
63917.5,-793.0,-76.2456,-77.6113
64005.5,-792.0,-76.2433,-77.6119
64092.0,-791.0,-76.2409,-77.6125
64092.0,-791.0,-76.2409,-77.6125
64178.8,-787.0,-76.2386,-77.6131
64265.8,-787.0,-76.2363,-77.6137
64265.8,-787.0,-76.2363,-77.6137
64351.5,-786.0,-76.234,-77.6143
64351.5,-786.0,-76.234,-77.6143
64438.7,-782.0,-76.2317,-77.6149
64438.7,-782.0,-76.2317,-77.6149
64525.1,-775.0,-76.2294,-77.6155
64525.1,-775.0,-76.2294,-77.6155
64612.4,-768.0,-76.227,-77.6162
64699.3,-770.0,-76.2247,-77.6168
64699.3,-770.0,-76.2247,-77.6168
64787.3,-769.0,-76.2224,-77.6174
64875.2,-763.0,-76.22,-77.618
64964.4,-755.0,-76.2177,-77.6186
64964.4,-755.0,-76.2177,-77.6186
65054.1,-755.0,-76.2153,-77.6192
65142.1,-751.0,-76.213,-77.6198
65142.1,-751.0,-76.213,-77.6198
65230.9,-747.0,-76.2106,-77.6204
65319.0,-744.0,-76.2082,-77.6211
65319.0,-744.0,-76.2082,-77.6211
65406.1,-738.0,-76.2059,-77.6217
65492.9,-733.0,-76.2035,-77.6222
65492.9,-733.0,-76.2035,-77.6222
65578.7,-735.0,-76.2011,-77.6228
65578.7,-735.0,-76.2011,-77.6228
65665.1,-723.0,-76.1987,-77.6234
65665.1,-723.0,-76.1987,-77.6234
65751.5,-716.0,-76.1963,-77.624
65751.5,-716.0,-76.1963,-77.624
65838.1,-716.0,-76.1939,-77.6246
65941.7,-713.0,-76.191,-77.6253
65941.7,-713.0,-76.191,-77.6253
66027.4,-711.0,-76.1885,-77.6258
66127.3,-700.0,-76.1858,-77.6265
66127.3,-700.0,-76.1858,-77.6265
66214.6,-696.0,-76.1833,-77.6271
66303.4,-693.0,-76.1808,-77.6277
66392.3,-700.0,-76.1784,-77.6283
66392.3,-700.0,-76.1784,-77.6283
66481.5,-690.0,-76.1759,-77.6289
66570.9,-687.0,-76.1734,-77.6295
66570.9,-687.0,-76.1734,-77.6295
66660.0,-687.0,-76.1708,-77.6301
66741.4,-685.0,-76.1685,-77.6306
66741.4,-685.0,-76.1685,-77.6306
66831.3,-676.0,-76.166,-77.6312
66831.3,-676.0,-76.166,-77.6312
66922.3,-674.0,-76.1633,-77.6318
